asset_type,symbol,name,yfinance_symbol,tradingview_symbol,tradingview_prefix_status,search_text,app_include,review_note,sector,industry
ETF,DCOR,Dimensional ETF Trust Dimensional US Core Equity 1 ETF,DCOR,NASDAQ:DCOR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dcor dimensional etf trust dimensional us core equity 1 etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DCRE,DoubleLine Commercial Real Estate Debt ETF,DCRE,NASDAQ:DCRE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dcre doubleline commercial real estate debt etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDEC,FT Vest U.S. Equity Deep Buffer ETF - December,DDEC,NASDAQ:DDEC,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddec ft vest u.s. equity deep buffer etf - december etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDFA,Innovator ETFs Trust Innovator Equity Dual Directional 15 Buff,DDFA,NASDAQ:DDFA,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddfa innovator etfs trust innovator equity dual directional 15 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDFD,Innovator ETFs Trust Innovator Equity Dual Directional 15 Buff,DDFD,NASDAQ:DDFD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddfd innovator etfs trust innovator equity dual directional 15 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDFF,Innovator ETFs Trust Innovator Equity Dual Directional 15 Buff,DDFF,NASDAQ:DDFF,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddff innovator etfs trust innovator equity dual directional 15 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDFJ,Innovator ETFs Trust Innovator Equity Dual Directional 15 Buff,DDFJ,NASDAQ:DDFJ,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddfj innovator etfs trust innovator equity dual directional 15 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDFL,Innovator ETFs Trust Innovator Equity Dual Directional 15 Buff,DDFL,NASDAQ:DDFL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddfl innovator etfs trust innovator equity dual directional 15 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDFM,Innovator ETFs Trust Innovator Equity Dual Directional 15 Buff,DDFM,NASDAQ:DDFM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddfm innovator etfs trust innovator equity dual directional 15 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDFN,Innovator ETFs Trust Innovator Equity Dual Directional 15 Buff,DDFN,NASDAQ:DDFN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddfn innovator etfs trust innovator equity dual directional 15 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDFO,Innovator ETFs Trust Innovator Equity Dual Directional 15 Buff,DDFO,NASDAQ:DDFO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddfo innovator etfs trust innovator equity dual directional 15 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDFS,Innovator ETFs Trust Innovator Equity Dual Directional 15 Buff,DDFS,NASDAQ:DDFS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddfs innovator etfs trust innovator equity dual directional 15 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,DDIV,NASDAQ:DDIV,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddiv first trust dorsey wright momentum & dividend etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDLS,WisdomTree Dynamic International SmallCap Equity Fund,DDLS,NASDAQ:DDLS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddls wisdomtree dynamic international smallcap equity fund etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDM,ProShares Ultra Dow30,DDM,NASDAQ:DDM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddm proshares ultra dow30 etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDNQ,Innovator ETFs Trust Innovator Growth-100 Dual Directional 5 B,DDNQ,NASDAQ:DDNQ,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddnq innovator etfs trust innovator growth-100 dual directional 5 b etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDSQ,Innovator ETFs Trust Innovator Equity Dual Directional 5 Buffe,DDSQ,NASDAQ:DDSQ,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddsq innovator etfs trust innovator equity dual directional 5 buffe etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDTA,Innovator ETFs Trust Innovator Equity Dual Directional 10 Buff,DDTA,NASDAQ:DDTA,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddta innovator etfs trust innovator equity dual directional 10 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDTD,Innovator ETFs Trust Innovator Equity Dual Directional 10 Buff,DDTD,NASDAQ:DDTD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddtd innovator etfs trust innovator equity dual directional 10 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDTF,Innovator ETFs Trust Innovator Equity Dual Directional 10 Buff,DDTF,NASDAQ:DDTF,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddtf innovator etfs trust innovator equity dual directional 10 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDTJ,Innovator ETFs Trust Innovator Equity Dual Directional 10 Buff,DDTJ,NASDAQ:DDTJ,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddtj innovator etfs trust innovator equity dual directional 10 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDTL,Innovator ETFs Trust Innovator Equity Dual Directional 10 Buff,DDTL,NASDAQ:DDTL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddtl innovator etfs trust innovator equity dual directional 10 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDTM,Innovator ETFs Trust Innovator Equity Dual Directional 10 Buff,DDTM,NASDAQ:DDTM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddtm innovator etfs trust innovator equity dual directional 10 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDTN,Innovator ETFs Trust Innovator Equity Dual Directional 10 Buff,DDTN,NASDAQ:DDTN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddtn innovator etfs trust innovator equity dual directional 10 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDTO,Innovator ETFs Trust Innovator Equity Dual Directional 10 Buff,DDTO,NASDAQ:DDTO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddto innovator etfs trust innovator equity dual directional 10 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDTS,Innovator ETFs Trust Innovator Equity Dual Directional 10 Buff,DDTS,NASDAQ:DDTS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddts innovator etfs trust innovator equity dual directional 10 buff etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDWM,WisdomTree Dynamic International Equity Fund,DDWM,NASDAQ:DDWM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddwm wisdomtree dynamic international equity fund etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DDX,Defined Duration 10 ETF,DDX,NASDAQ:DDX,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ddx defined duration 10 etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DECM,First Trust Exchange-Traded Fund VIII FT Vest U.S. Equity Max,DECM,NASDAQ:DECM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,decm first trust exchange-traded fund viii ft vest u.s. equity max etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DECO,State Street Galaxy Digital Asset Ecosystem ETF,DECO,NASDAQ:DECO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,deco state street galaxy digital asset ecosystem etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DECP,PGIM S&P 500 Buffer 12 ETF - December,DECP,NASDAQ:DECP,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,decp pgim s&p 500 buffer 12 etf - december etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DECT,AIM ETF Products Trust AllianzIM U.S. Large Cap Buffer10 Dec E,DECT,NASDAQ:DECT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dect aim etf products trust allianzim u.s. large cap buffer10 dec e etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DECU,AIM ETF Products Trust AllianzIM U.S. Equity Buffer15 Uncapped,DECU,NASDAQ:DECU,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,decu aim etf products trust allianzim u.s. equity buffer15 uncapped etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DECW,AIM ETF Products Trust AllianzIM U.S. Large Cap Buffer20 Dec E,DECW,NASDAQ:DECW,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,decw aim etf products trust allianzim u.s. large cap buffer20 dec e etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DECZ,TrueShares Structured Outcome (December) ETF,DECZ,NASDAQ:DECZ,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,decz trueshares structured outcome (december) etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DEED,First Trust Securitized Plus ETF,DEED,NASDAQ:DEED,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,deed first trust securitized plus etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DEEF,Xtrackers FTSE Developed ex US Multifactor ETF,DEEF,NASDAQ:DEEF,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,deef xtrackers ftse developed ex us multifactor etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DEEP,Acquirers Small and Micro Deep Value ETF,DEEP,NASDAQ:DEEP,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,deep acquirers small and micro deep value etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DEFI,Hashdex Commodities Trust Hashdex Bitcoin ETF,DEFI,NASDAQ:DEFI,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,defi hashdex commodities trust hashdex bitcoin etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DEFR,ETF Series Solutions Aptus Deferred Income ETF,DEFR,NASDAQ:DEFR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,defr etf series solutions aptus deferred income etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DEHP,Dimensional ETF Trust Dimensional Emerging Markets High Profit,DEHP,NASDAQ:DEHP,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dehp dimensional etf trust dimensional emerging markets high profit etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DEM,WisdomTree Emerging Markets High Dividend Fund,DEM,NASDAQ:DEM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dem wisdomtree emerging markets high dividend fund etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DEMZ,Democratic Large Cap Core ETF,DEMZ,NASDAQ:DEMZ,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,demz democratic large cap core etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DES,WisdomTree U.S. SmallCap Dividend Fund,DES,NASDAQ:DES,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,des wisdomtree u.s. smallcap dividend fund etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DESK,VanEck ETF Trust VanEck Office and Commercial REIT ETF,DESK,NASDAQ:DESK,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,desk vaneck etf trust vaneck office and commercial reit etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DEUS,Xtrackers Russell US Multifactor ETF,DEUS,NASDAQ:DEUS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,deus xtrackers russell us multifactor etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DEW,WisdomTree Global High Dividend Fund,DEW,NASDAQ:DEW,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dew wisdomtree global high dividend fund etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DEXC,Dimensional ETF Trust Dimensional Emerging Markets ex China Co,DEXC,NASDAQ:DEXC,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dexc dimensional etf trust dimensional emerging markets ex china co etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DFAC,Dimensional ETF Trust Dimensional U.S. Core Equity 2 ETF,DFAC,NASDAQ:DFAC,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dfac dimensional etf trust dimensional u.s. core equity 2 etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DFAE,Dimensional Emerging Core Equity Market ETF,DFAE,NASDAQ:DFAE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dfae dimensional emerging core equity market etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DFAI,Dimensional International Core Equity Market ETF,DFAI,NASDAQ:DFAI,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dfai dimensional international core equity market etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DFAR,Dimensional ETF Trust Dimensional US Real Estate ETF,DFAR,NASDAQ:DFAR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dfar dimensional etf trust dimensional us real estate etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DFAS,Dimensional U.S. Small Cap ETF,DFAS,NASDAQ:DFAS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dfas dimensional u.s. small cap etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DFAT,Dimensional U.S. Targeted Value ETF,DFAT,NASDAQ:DFAT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dfat dimensional u.s. targeted value etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,DFAU,Dimensional US Core Equity Market ETF,DFAU,NASDAQ:DFAU,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,dfau dimensional us core equity market etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
